DateTime,BPM,Target,RHR,steps
2022-06-25 00:00:00,90,0,70,86
2022-06-25 00:05:00,103,0,70,19
2022-06-25 00:10:00,107,0,70,5
2022-06-25 00:15:00,109,0,70,8
2022-06-25 00:20:00,105,0,69,4
2022-06-25 00:25:00,112,0,69,8
2022-06-25 00:30:00,118,0,69,5
2022-06-25 00:35:00,106,0,69,4
2022-06-25 00:40:00,108,0,69,13
2022-06-25 00:45:00,106,0,71,3
2022-06-25 00:50:00,112,0,71,7
2022-06-25 00:55:00,108,0,71,20
2022-06-25 01:00:00,98,0,71,3
2022-06-25 01:05:00,98,0,71,8
2022-06-25 01:10:00,96,0,71,18
2022-06-25 01:15:00,102,0,71,15
2022-06-25 01:20:00,103,0,71,4
2022-06-25 01:25:00,94,0,71,7
2022-06-25 01:30:00,90,0,71,25
2022-06-25 01:35:00,96,0,71,7
2022-06-25 01:40:00,99,0,71,3
2022-06-25 01:45:00,89,0,71,9
2022-06-25 01:50:00,87,0,71,6
2022-06-25 01:55:00,93,0,71,3
2022-06-25 02:00:00,96,0,71,4
2022-06-25 02:05:00,94,0,71,5
2022-06-25 02:10:00,89,0,72,10
2022-06-25 02:15:00,87,0,72,33
2022-06-25 02:20:00,89,0,72,7
2022-06-25 02:25:00,84,0,72,24
2022-06-25 02:30:00,86,0,72,10
2022-06-25 02:35:00,85,0,72,5
2022-06-25 02:40:00,92,0,72,5
2022-06-25 02:45:00,92,0,72,20
2022-06-25 02:50:00,91,0,72,35
2022-06-25 02:55:00,93,0,72,3
2022-06-25 03:00:00,93,0,72,2
2022-06-25 03:05:00,83,0,72,4
2022-06-25 03:10:00,84,0,72,3
2022-06-25 03:15:00,84,0,72,7
2022-06-25 03:20:00,83,0,72,4
2022-06-25 03:25:00,86,0,72,34
2022-06-25 03:30:00,81,0,72,10
2022-06-25 03:35:00,82,0,72,3
2022-06-25 03:40:00,79,0,72,9
2022-06-25 03:45:00,81,0,72,5
2022-06-25 03:50:00,90,0,72,0
2022-06-25 03:55:00,83,0,72,3
2022-06-25 04:00:00,84,0,72,13
2022-06-25 04:05:00,81,0,72,0
2022-06-25 04:10:00,82,0,72,4
2022-06-25 04:15:00,83,0,72,4
2022-06-25 04:20:00,84,0,72,7
2022-06-25 04:25:00,84,0,72,6
2022-06-25 04:30:00,82,0,72,8
2022-06-25 04:35:00,82,0,72,2
2022-06-25 04:40:00,96,0,72,1
2022-06-25 04:45:00,90,0,72,4
2022-06-25 04:50:00,88,0,72,5
2022-06-25 04:55:00,87,0,72,1
2022-06-25 05:00:00,90,0,72,10
2022-06-25 05:05:00,84,0,71,10
2022-06-25 05:10:00,87,0,71,10
2022-06-25 05:15:00,88,0,71,10
2022-06-25 05:20:00,87,0,71,10
2022-06-25 05:25:00,80,0,71,10
2022-06-25 05:30:00,78,0,71,10
2022-06-25 05:35:00,75,0,71,10
2022-06-25 05:40:00,74,0,71,10
2022-06-25 05:45:00,73,0,71,10
2022-06-25 05:50:00,80,0,71,10
2022-06-25 05:55:00,84,0,71,10
2022-06-25 06:00:00,88,0,71,10
2022-06-25 06:05:00,90,0,71,10
2022-06-25 06:10:00,92,0,71,10
2022-06-25 06:15:00,82,0,71,10
2022-06-25 06:20:00,74,0,71,10
2022-06-25 06:25:00,76,0,71,10
2022-06-25 06:30:00,75,0,71,10
2022-06-25 06:35:00,74,0,71,10
2022-06-25 06:40:00,73,0,71,10
2022-06-25 06:45:00,74,0,71,10
2022-06-25 06:50:00,74,0,71,10
2022-06-25 06:55:00,75,0,71,10
2022-06-25 07:00:00,80,0,71,10
2022-06-25 07:05:00,78,0,71,10
2022-06-25 07:10:00,77,0,71,10
2022-06-25 07:15:00,85,0,71,10
2022-06-25 07:20:00,80,0,71,10
2022-06-25 07:25:00,84,0,71,10
2022-06-25 07:30:00,86,0,71,10
2022-06-25 07:35:00,85,0,71,10
2022-06-25 07:40:00,85,0,71,10
2022-06-25 07:45:00,83,0,71,10
2022-06-25 07:50:00,82,0,71,10
2022-06-25 07:55:00,81,0,71,10
2022-06-25 08:00:00,81,0,71,10
2022-06-25 08:05:00,83,0,71,10
2022-06-25 08:10:00,83,0,71,10
2022-06-25 08:15:00,85,0,71,10
2022-06-25 08:20:00,84,0,71,10
2022-06-25 08:25:00,80,0,71,10
2022-06-25 08:30:00,79,0,71,10
2022-06-25 08:35:00,80,0,71,10
2022-06-25 08:40:00,87,0,71,10
2022-06-25 08:45:00,93,0,71,10
2022-06-25 08:50:00,86,0,71,10
2022-06-25 08:55:00,83,0,71,10
2022-06-25 09:00:00,84,0,71,10
2022-06-25 09:25:00,79,0,71,10
2022-06-25 09:30:00,78,0,71,10
2022-06-25 09:35:00,78,0,71,10
2022-06-25 09:40:00,78,0,71,10
2022-06-25 09:45:00,80,0,71,10
2022-06-25 09:50:00,80,0,71,10
2022-06-25 09:55:00,80,0,71,10
2022-06-25 10:00:00,77,0,71,10
2022-06-25 10:05:00,79,0,71,10
2022-06-25 10:10:00,80,0,71,10
2022-06-25 10:15:00,90,0,71,10
2022-06-25 10:20:00,89,0,71,10
2022-06-25 10:25:00,90,0,71,10
2022-06-25 10:30:00,97,0,71,10
2022-06-25 10:35:00,92,0,71,10
2022-06-25 10:40:00,89,0,71,10
2022-06-25 10:45:00,83,0,71,10
2022-06-25 10:50:00,79,0,71,10
2022-06-25 10:55:00,84,0,71,10
2022-06-25 11:00:00,83,0,71,10
2022-06-25 11:30:00,83,0,71,10
2022-06-25 11:35:00,79,0,71,10
2022-06-25 11:40:00,89,0,71,10
2022-06-25 11:45:00,96,0,71,10
2022-06-25 11:50:00,89,0,71,10
2022-06-25 11:55:00,88,0,71,10
2022-06-25 12:00:00,75,0,71,10
2022-06-25 12:05:00,73,0,71,10
2022-06-25 12:10:00,88,0,71,10
2022-06-25 12:15:00,85,0,71,10
2022-06-25 12:20:00,82,0,71,10
2022-06-25 12:25:00,84,0,71,10
2022-06-25 12:30:00,78,0,71,10
2022-06-25 12:35:00,76,0,71,10
2022-06-25 12:40:00,74,0,71,10
2022-06-25 12:45:00,75,0,71,10
2022-06-25 12:50:00,75,0,71,10
2022-06-25 12:55:00,72,0,71,10
2022-06-25 13:00:00,72,0,71,10
2022-06-25 13:05:00,75,0,71,10
2022-06-25 13:10:00,72,0,71,10
2022-06-25 13:15:00,76,0,71,10
2022-06-25 13:20:00,84,0,71,10
2022-06-25 13:25:00,78,0,71,10
2022-06-25 13:30:00,76,0,71,10
2022-06-25 13:35:00,76,0,71,10
2022-06-25 13:40:00,71,0,71,10
2022-06-25 13:45:00,73,0,71,10
2022-06-25 13:50:00,73,0,71,10
2022-06-25 13:55:00,76,0,71,10
2022-06-25 14:00:00,76,0,71,10
2022-06-25 14:05:00,73,0,71,10
2022-06-25 14:10:00,77,0,71,10
2022-06-25 14:15:00,73,0,71,10
2022-06-25 14:20:00,70,0,71,10
2022-06-25 14:25:00,64,0,71,10
2022-06-25 14:30:00,62,0,71,10
2022-06-25 14:35:00,65,0,71,10
2022-06-25 14:40:00,64,0,71,10
2022-06-25 14:45:00,64,0,71,10
2022-06-25 14:50:00,62,0,71,10
2022-06-25 14:55:00,63,0,71,10
2022-06-25 15:00:00,65,0,71,10
2022-06-25 15:05:00,67,0,71,10
2022-06-25 15:10:00,66,0,71,10
2022-06-25 15:15:00,68,0,71,10
2022-06-25 15:20:00,83,0,71,10
2022-06-25 15:25:00,70,0,71,10
2022-06-26 17:00:00,62,0,71,10
2022-06-26 17:05:00,62,0,71,10
2022-06-26 17:10:00,61,0,71,10
2022-06-26 17:15:00,60,0,71,10
2022-06-26 17:20:00,58,0,71,10
2022-06-26 17:25:00,58,0,71,10
2022-06-26 17:30:00,58,0,71,10
2022-06-26 17:35:00,58,0,71,10
2022-06-26 17:40:00,59,0,71,10
2022-06-26 17:45:00,58,0,71,10
2022-06-26 17:50:00,60,0,71,10
2022-06-26 17:55:00,61,0,71,10
2022-06-26 18:00:00,64,0,71,10
2022-06-26 18:05:00,63,0,71,10
2022-06-26 18:10:00,61,0,71,10
2022-06-26 18:15:00,65,0,71,10
2022-06-26 18:20:00,63,0,71,10
2022-06-26 18:25:00,62,0,71,10
2022-06-26 18:30:00,59,0,71,10
2022-06-26 18:35:00,57,0,71,10
2022-06-26 18:40:00,60,0,71,10
2022-06-26 18:45:00,60,0,71,10
2022-06-26 18:50:00,57,0,71,10
2022-06-26 18:55:00,56,0,71,10
2022-06-26 19:00:00,61,0,71,10
2022-06-26 19:05:00,58,0,71,10
2022-06-26 19:10:00,57,0,71,10
2022-06-26 19:15:00,59,0,71,10
2022-06-26 19:20:00,58,0,71,10
2022-06-26 19:25:00,61,0,71,10
2022-06-26 19:30:00,64,0,71,10
2022-06-26 19:35:00,62,0,71,10
2022-06-26 19:40:00,62,0,71,10
2022-06-26 19:45:00,62,0,71,10
2022-06-26 19:50:00,67,0,71,10
2022-06-26 19:55:00,63,0,71,10
2022-06-26 20:05:00,59,0,71,10
2022-06-26 20:15:00,61,0,71,10
2022-06-26 20:20:00,60,0,71,10
2022-06-26 20:25:00,59,0,71,10
2022-06-26 20:30:00,65,0,71,10
2022-06-26 20:35:00,65,0,71,10
2022-06-26 20:40:00,64,0,71,10
2022-06-26 20:45:00,63,0,71,10
2022-06-26 20:50:00,62,0,71,10
2022-06-26 20:55:00,64,0,71,10
