DateTime,BPM,Target,RHR,steps
2022-06-25 00:00:00,90,0,70.0,86
2022-06-25 00:05:00,103,0,70.0,19
2022-06-25 00:10:00,107,0,70.0,5
2022-06-25 00:15:00,109,0,70.0,8
2022-06-25 00:20:00,105,0,69.85714285714286,4
2022-06-25 00:25:00,112,0,69.0,8
2022-06-25 00:30:00,118,0,69.0,5
2022-06-25 00:35:00,106,0,69.0,4
2022-06-25 00:40:00,108,0,69.93854748603351,13
2022-06-25 00:45:00,106,0,71.0,3
2022-06-25 00:50:00,112,0,71.0,7
2022-06-25 00:55:00,108,0,71.0,20
2022-06-25 01:00:00,98,0,71.0,3
2022-06-25 01:05:00,98,0,71.0,8
2022-06-25 01:10:00,96,0,71.0,18
2022-06-25 01:15:00,102,0,71.0,15
2022-06-25 01:20:00,103,0,71.0,4
2022-06-25 01:25:00,94,0,71.0,7
2022-06-25 01:30:00,90,0,71.0,25
2022-06-25 01:35:00,96,0,71.0,7
2022-06-25 01:40:00,99,0,71.0,3
2022-06-25 01:45:00,89,0,71.0,9
2022-06-25 01:50:00,87,0,71.0,6
2022-06-25 01:55:00,93,0,71.0,3
2022-06-25 02:00:00,96,0,71.0,4
2022-06-25 02:05:00,94,0,71.03030303030303,5
2022-06-25 02:10:00,89,0,72.0,10
2022-06-25 02:15:00,87,0,72.0,33
2022-06-25 02:20:00,89,0,72.0,7
2022-06-25 02:25:00,84,0,72.0,24
2022-06-25 02:30:00,86,0,72.0,10
2022-06-25 02:35:00,85,0,72.0,5
2022-06-25 02:40:00,92,0,72.0,5
2022-06-25 02:45:00,92,0,72.0,20
2022-06-25 02:50:00,91,0,72.0,35
2022-06-25 02:55:00,93,0,72.0,3
2022-06-25 03:00:00,93,0,72.0,2
2022-06-25 03:05:00,83,0,72.0,4
2022-06-25 03:10:00,84,0,72.0,3
2022-06-25 03:15:00,84,0,72.0,7
2022-06-25 03:20:00,83,0,72.0,4
2022-06-25 03:25:00,86,0,72.0,34
2022-06-25 03:30:00,81,0,72.0,10
2022-06-25 03:35:00,82,0,72.0,3
2022-06-25 03:40:00,79,0,72.0,9
2022-06-25 03:45:00,81,0,72.0,5
2022-06-25 03:50:00,90,0,72.0,0
2022-06-25 03:55:00,83,0,72.0,3
2022-06-25 04:00:00,84,0,72.0,13
2022-06-25 04:05:00,81,0,72.0,0
2022-06-25 04:10:00,82,0,72.0,4
2022-06-25 04:15:00,83,0,72.0,4
2022-06-25 04:20:00,84,0,72.0,7
2022-06-25 04:25:00,84,0,72.0,6
2022-06-25 04:30:00,82,0,72.0,8
2022-06-25 04:35:00,82,0,72.0,2
2022-06-25 04:40:00,96,0,72.0,1
2022-06-25 04:45:00,90,0,72.0,4
2022-06-25 04:50:00,88,0,72.0,5
2022-06-25 04:55:00,87,0,72.0,1
2022-06-25 05:00:00,90,0,72.0,10
2022-06-25 05:05:00,84,0,71.37419661268,0
2022-06-25 05:10:00,87,0,71.37419661268,0
2022-06-25 05:15:00,88,0,71.37419661268,0
2022-06-25 05:20:00,87,0,71.37419661268,0
2022-06-25 05:25:00,80,0,71.37419661268,0
2022-06-25 05:30:00,78,0,71.37419661268,0
2022-06-25 05:35:00,75,0,71.37419661268,0
2022-06-25 05:40:00,74,0,71.37419661268,0
2022-06-25 05:45:00,73,0,71.37419661268,0
2022-06-25 05:50:00,80,0,71.37419661268,0
2022-06-25 05:55:00,84,0,71.37419661268,0
2022-06-25 06:00:00,88,0,71.37419661268,0
2022-06-25 06:05:00,90,0,71.37419661268,0
2022-06-25 06:10:00,92,0,71.37419661268,0
2022-06-25 06:15:00,82,0,71.37419661268,0
2022-06-25 06:20:00,74,0,71.37419661268,0
2022-06-25 06:25:00,76,0,71.37419661268,0
2022-06-25 06:30:00,75,0,71.37419661268,0
2022-06-25 06:35:00,74,0,71.37419661268,0
2022-06-25 06:40:00,73,0,71.37419661268,0
2022-06-25 06:45:00,74,0,71.37419661268,0
